trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
5578	1139	0	2	4	3	1	5	0.0	1	2012	6	11	1	11.33333333	72	0	1	1	4397	1.256666667	0.389166667	0.524444444	0.083333333	0.0	0.0	0	0.308055556	0.0	1.0	0.0	0.107304
5636	1153	5	1	3	3	6	1	1.0	1	2012	6	11	1	13.83333333	23	0	0	0	14845	3.3075	1.100833333	0.195	0.416666667	0.0	0.1166666669999999	1	0.978888889	5.0	2.69	10.5	0.694098
5653	1155	1	0	4	2	2	5	0.0	1	2012	6	11	1	8.5	8	0	0	2	1753	0.418055556	0.108888889	0.218333333	0.0	0.064166667	0.0	0	0.1041666669999999	0.0	0.25	0.0	0.0
5660	1156	0	3	4	1	1	1	1.0	1	2012	6	11	1	17.0	57	1	1	2	2123	0.557777778	0.1819444439999999	0.058888889	0.0	0.1166666669999999	0.0	0	0.09	1.5	0.34	0.0	0.135802
5668	1158	1	3	4	3	2	1	1.0	1	2012	6	11	1	11.91666667	51	1	1	2	696	0.171666667	0.061944444	0.0725	0.0	0.064444444	0.0	0	0.038333333	1.5	0.1	0.0	0.449275
5669	1158	1	4	4	3	2	1	1.0	1	2012	6	11	1	14.5	51	1	1	2	666	0.159444444	0.068888889	0.061388889	0.0	0.055833333	0.0	0	0.084444444	1.5	0.18	0.0	0.128289
5677	1159	0	2	4	2	2	4	1.0	1	2012	6	11	1	14.75	55	1	1	2	4696	1.226111111	0.425833333	0.360833333	0.2	0.0	0.0	0	0.261944444	1.0	0.84	0.0	0.377519
5679	1159	0	4	4	2	2	4	1.0	1	2012	6	11	1	15.43333333	55	1	1	2	4696	1.226111111	0.425833333	0.360833333	0.2	0.0	0.0	0	0.272777778	1.0	0.85	0.0	0.375764
5695	1162	1	0	4	4	1	5	0.0	1	2012	6	12	2	6.5	64	0	1	1	13936	3.346944444	0.973055556	0.266111111	0.6	0.0	0.1	1	0.65	0.0	2.48	0.0	0.414103
5722	1167	2	0	4	3	1	1	1.0	1	2012	6	12	2	13.0	24	0	0	1	9192	2.331944444	0.745277778	0.277777778	0.0	0.8119444440000001	0.168333333	1	0.525555556	3.0	1.71	0.0	0.216702
5762	1177	0	0	3	3	1	1	1.0	1	2012	6	12	2	11.5	37	1	1	2	2165	0.5061111110000001	0.176666667	0.058888889	0.0	0.288888889	0.0	0	0.175277778	1.5	0.4	0.0	0.583201
5769	1178	1	0	1	1	6	1	1.0	1	2012	6	12	2	7.5	29	1	1	0	1462	0.358611111	0.11	0.0922222219999999	0.0	0.12	0.0	0	0.095833333	1.5	0.24	0.0	0.304348
5795	1184	1	3	4	1	1	1	1.0	1	2012	6	12	2	17.25	40	0	1	2	5142	1.211388889	0.403611111	0.169722222	0.0	0.39	0.0	0	0.346388889	1.5	0.98	0.0	0.3063349999999999
5796	1185	0	0	4	1	2	1	1.0	1	2012	6	12	2	7.0	55	0	1	2	3257	0.883055556	0.276666667	0.3408333329999999	0.0	0.200555556	0.0	0	0.226944444	1.5	0.57	0.0	0.129743
5829	1192	2	4	4	3	1	5	0.0	1	2012	6	13	3	16.75	10	1	0	1	3808	1.111944444	0.355	0.138055556	0.0	0.3963888889999999	0.0841666669999999	1	0.241666667	0.0	0.75	0.0	0.187356
5830	1192	2	5	4	5	1	5	0.0	1	2012	6	13	3	18.5	10	1	0	1	3148	0.941388889	0.298333333	0.0675	0.0	0.346388889	0.085	1	0.185833333	0.0	0.61	0.0	0.0956651999999999
5861	1199	1	1	3	3	6	5	0.0	1	2012	6	13	3	12.0	87	1	0	0	597	0.206388889	0.06	0.0777777779999999	0.0	0.05	0.0	0	0.050833333	0.0	0.13	0.0	0.4207649999999999
5862	1199	2	0	3	4	6	1	1.0	1	2012	6	13	3	7.0	47	0	0	0	7519	1.857777778	0.6366666670000001	0.093611111	0.166666667	0.109722222	0.1	1	0.527222222	4.4	1.33	10.5	0.6949420000000001
5875	1203	0	0	3	3	1	5	0.0	1	2012	6	13	3	10.58333333	66	0	1	2	20005	4.826944444	1.676944444	0.291111111	0.6333333329999999	0.0	0.166666667	1	1.149722222	0.0	3.53	0.0	0.5919300000000001
5902	1209	1	0	3	1	2	1	1.0	1	2012	6	13	3	8.666666667000001	39	1	1	1	5767	1.3666666669999998	0.500277778	0.0736111109999999	0.166666667	0.145277778	0.108888889	1	0.5786111110000001	3.9	1.12	10.5	0.902064
5966	1218	0	6	4	2	2	1	1.0	1	2012	6	14	4	16.5	42	0	1	2	1300	0.322222222	0.156388889	0.108055556	0.0	0.1397222219999999	0.0	0	0.125	1.5	0.28	0.0	0.306667
5973	1218	2	1	4	2	2	5	0.0	1	2012	6	14	4	17.0	8	0	0	2	1300	0.323333333	0.131944444	0.111944444	0.0	0.128333333	0.0	0	0.116388889	0.0	0.23	0.0	0.257757
5982	1219	1	0	4	3	1	1	1.0	1	2012	6	14	4	8.0	33	1	0	1	1092	0.3363888889999999	0.098611111	0.166111111	0.0	0.069166667	0.0	0	0.0841666669999999	1.5	0.24	0.0	0.132013
6001	1223	0	4	4	3	2	1	1.0	1	2012	6	14	4	17.01666667	40	1	0	1	3319	0.8805555559999999	0.2822222219999999	0.05	0.0	0.2	0.0	0	0.168333333	1.5	0.49	0.0	0.128713
6021	1224	2	2	4	3	1	1	1.0	1	2012	6	14	4	19.5	22	1	1	2	3027	0.7333333329999999	0.262222222	0.510277778	0.1	0.0	0.0	0	0.185277778	1.5	0.66	0.0	0.167916
6028	1227	0	1	3	4	1	1	1.0	1	2012	6	15	5	21.0	30	1	1	1	15612	3.8125	1.220555556	0.143333333	0.75	0.079444444	0.230833333	2	0.850833333	7.2	2.92	0.0	0.404832
6068	1238	0	0	3	1	6	1	1.0	1	2012	6	15	5	8.666666667000001	30	0	0	0	12319	2.8875	0.908611111	0.3175	0.416666667	0.0	0.0	0	0.7483333329999999	3.9	1.89	10.5	0.687825
6073	1238	3	1	1	1	6	1	1.0	1	2012	6	15	5	17.0	32	1	0	0	1225	0.281666667	0.1625	0.105	0.0	0.075277778	0.0	0	0.170833333	1.5	0.48	0.0	0.279675
6079	1240	0	1	4	5	1	1	1.0	1	2012	6	15	5	17.16666667	58	1	1	2	4490	1.060277778	0.2875	0.2797222219999999	0.083333333	0.0	0.0	0	0.231111111	2.4	0.76	0.0	0.0769231
6114	1251	0	0	4	3	1	5	0.0	1	2012	6	16	6	12.0	39	0	1	1	6644	1.650555556	0.5475	0.024166667	0.4	0.195555556	0.35	3	0.418888889	0.0	1.2	0.0	0.2407159999999999
6145	1255	1	6	4	3	1	5	0.0	1	2012	6	16	6	17.76666667	65	0	1	1	5484	1.500277778	0.4769444439999999	0.195277778	0.0	0.563333333	0.0	0	0.374166667	0.0	1.2	0.0	0.3652559999999999
6164	1261	0	0	3	5	6	1	1.0	1	2012	6	16	6	9.0	37	0	1	0	1708	0.4525	0.170277778	0.184722222	0.0	0.125833333	0.0	0	0.153611111	1.5	0.38	10.5	0.262206
6175	1266	0	3	4	5	1	5	0.0	1	2012	6	16	6	17.83333333	73	1	1	2	7871	2.090555556	0.639444444	0.374444444	0.0	0.433888889	0.267222222	2	0.327222222	0.0	1.35	0.0	0.165535
6188	1268	1	4	3	3	6	1	1.0	1	2012	6	16	6	21.75	37	0	0	0	8933	2.152222222	0.606944444	0.063611111	0.4	0.059722222	0.133333333	1	0.658611111	3.9	1.6	0.0	0.588359
6226	1274	1	1	3	3	6	1	1.0	1	2012	6	17	7	19.0	41	1	1	0	2347	0.588333333	0.1555555559999999	0.034722222	0.0	0.125	0.0	0	0.12	1.5	0.36	0.0	0.189815
6229	1274	3	0	3	3	6	3	0.0	1	2012	6	17	7	14.66666667	11	0	0	0	2347	0.583611111	0.1472222219999999	0.0536111109999999	0.0	0.161111111	0.0	0	0.154722222	0.0	0.39	0.0	0.276481
6234	1275	0	3	4	3	1	1	1.0	1	2012	6	17	7	15.25	49	1	1	2	2859	0.644444444	0.256944444	0.090277778	0.0	0.2	0.0	0	0.1591666669999999	1.5	0.52	0.0	0.446771
6269	1284	0	6	4	2	2	1	1.0	1	2012	6	18	1	14.91666667	40	1	1	2	804	0.259444444	0.137777778	0.098055556	0.0	0.033333333	0.0	0	0.053333333	1.5	0.13	0.0	0.130208
6272	1285	0	2	3	3	6	1	1.0	1	2012	6	18	1	12.41666667	28	1	0	0	1725	0.466111111	0.1675	0.2225	0.0	0.157777778	0.0	0	0.166388889	1.5	0.39	0.0	0.245409
6295	1290	1	0	4	1	1	1	1.0	1	2012	6	18	1	10.0	41	1	1	2	2486	0.7725	0.219722222	0.178333333	0.0	0.35	0.0	0	0.1772222219999999	1.5	0.72	0.0	0.0673981
6319	1295	0	2	4	5	1	5	0.0	1	2012	6	18	1	15.93333333	60	1	1	2	10940	2.814444444	1.025277778	0.273611111	0.466666667	0.0	0.0	0	0.692777778	0.0	2.08	0.0	0.392943
6328	1296	0	6	4	3	6	1	1.0	1	2012	6	19	2	20.0	60	0	1	0	700	0.199722222	0.0575	0.137222222	0.0	0.0358333329999999	0.0	0	0.048333333	1.5	0.15	0.0	0.149425
6352	1304	0	0	3	3	6	5	0.0	1	2012	6	19	2	12.5	74	1	0	0	1066	0.322777778	0.091388889	0.039166667	0.0	0.083333333	0.0	0	0.0897222219999999	0.0	0.22	0.0	0.114551
6362	1305	0	2	4	3	1	1	1.0	1	2012	6	19	2	8.783333333	37	1	1	2	1280	0.342777778	0.1291666669999999	0.052777778	0.0	0.1225	0.0	0	0.071666667	1.5	0.22	0.0	0.399225
6367	1305	1	1	4	1	1	1	1.0	1	2012	6	19	2	17.5	38	0	1	2	15007	3.6825	1.293888889	0.094444444	0.6	0.1825	0.233333333	2	0.911111111	6.59	2.71	0.0	0.3780489999999999
6370	1305	2	3	4	3	1	5	0.0	1	2012	6	19	2	19.0	8	0	0	2	1280	0.342777778	0.1291666669999999	0.052777778	0.0	0.105277778	0.0	0	0.069722222	0.0	0.22	0.0	0.3705179999999999
6376	1306	3	0	3	4	1	1	1.0	1	2012	6	19	2	6.75	32	0	1	1	15016	3.5755555560000003	1.2625	0.170555556	0.4	0.2166666669999999	0.233333333	2	0.901666667	8.09	2.67	10.5	0.569624
6389	1308	2	3	3	2	1	2	0.0	1	2012	6	19	2	16.0	17	0	0	2	4965	1.221111111	0.3625	0.235277778	0.0	0.3425	0.0	0	0.277222222	0.0	0.85	0.0	0.137275
6392	1308	4	1	1	5	1	5	0.0	1	2012	6	19	2	8.75	5	1	0	2	427	0.178888889	0.063888889	0.110555556	0.0	0.021111111	0.0	0	0.0461111109999999	0.0	0.12	0.0	0.0481928
6400	1309	2	1	4	3	1	5	0.0	1	2012	6	19	2	12.75	58	1	1	2	3468	0.9525	0.379444444	0.116111111	0.0	0.371944444	0.083333333	1	0.261944444	0.0	0.82	0.0	0.209968
6401	1309	3	0	4	2	2	5	0.0	1	2012	6	19	2	8.0	10	1	0	2	989	0.205	0.0605555559999999	0.1525	0.0	0.0352777779999999	0.0	0	0.082777778	0.0	0.16	0.0	0.0838926
6409	1311	1	0	3	3	6	5	0.0	1	2012	6	19	2	14.75	5	1	0	0	1759	0.4352777779999999	0.1566666669999999	0.0975	0.0	0.166666667	0.0	0	0.156944444	0.0	0.33	0.0	0.412389
6418	1314	0	1	2	1	6	1	1.0	1	2012	6	19	2	15.0	31	0	0	0	1744	0.3875	0.146111111	0.106111111	0.0	0.166666667	0.0	0	0.148888889	1.5	0.3	10.5	0.5298510000000001
6425	1316	0	2	4	3	1	1	1.0	1	2012	6	19	2	17.28333333	41	0	1	1	1309	0.3425	0.126388889	0.1	0.0	0.073888889	0.0	0	0.099722222	1.5	0.26	0.0	0.431755
6446	1322	0	1	1	5	2	5	0.0	1	2012	6	20	3	11.0	64	1	0	1	293	0.061944444	0.02	0.013333333	0.0	0.0194444439999999	0.0	0	0.041388889	0.0	0.05	0.0	0.644295
6460	1323	0	1	3	1	6	1	1.0	1	2012	6	20	3	18.5	28	1	0	0	8219	1.926666667	0.6730555559999999	0.21	0.333333333	0.0	0.2	1	0.7063888890000001	4.69	1.48	0.0	0.682658
6462	1323	1	1	3	4	6	1	1.0	1	2012	6	20	3	20.0	28	0	0	0	4501	1.025	0.3266666669999999	0.113611111	0.0	0.328611111	0.0	0	0.308333333	1.5	0.74	0.0	0.514414
6485	1330	1	2	3	3	6	1	1.0	1	2012	6	20	3	14.75	36	0	0	0	1213	0.292222222	0.111666667	0.041944444	0.0	0.1266666669999999	0.0	0	0.167222222	1.5	0.35	0.0	0.147841
6496	1333	1	0	4	1	2	1	1.0	1	2012	6	20	3	9.0	29	0	1	2	9084	2.069444444	0.687777778	0.1975	0.283333333	0.183333333	0.233333333	2	0.567222222	3.6	1.34	0.0	0.549461
6507	1337	1	1	1	3	1	1	1.0	1	2012	6	21	4	12.16666667	50	0	1	1	2233	0.480833333	0.136388889	0.0866666669999999	0.0	0.160555556	0.125	1	0.121388889	3.0	0.35	0.0	0.20595
6510	1338	0	2	4	3	1	1	1.0	1	2012	6	21	4	18.5	47	0	1	1	10050	2.277222222	0.646388889	0.045277778	0.0	0.672222222	0.161111111	1	0.498611111	3.0	1.55	0.0	0.320334
6517	1339	0	1	4	3	1	5	0.0	1	2012	6	21	4	10.16666667	71	1	1	2	788	0.185555556	0.048055556	0.072777778	0.0	0.0308333329999999	0.0	0	0.0433333329999999	0.0	0.14	0.0	0.333333
6523	1340	1	1	3	3	1	1	1.0	1	2012	6	21	4	22.25	55	1	0	1	3370	0.797222222	0.2263888889999999	0.157777778	0.0	0.258055556	0.0	0	0.153611111	1.5	0.52	0.0	0.197107
6527	1340	3	1	3	1	1	1	1.0	1	2012	6	21	4	16.5	21	1	0	1	14696	3.5280555560000004	1.110555556	0.1744444439999999	0.233333333	0.204166667	0.366666667	2	1.03	5.4	2.69	10.5	0.550701
6537	1342	2	1	3	2	2	3	0.0	1	2012	6	21	4	17.0	12	1	0	1	3332	0.8088888890000001	0.285555556	0.09	0.15	0.1255555559999999	0.083333333	1	0.3288888889999999	0.85	0.63	0.0	0.841216
6542	1343	0	2	4	3	2	1	1.0	1	2012	6	21	4	10.5	35	1	1	1	5906	1.383055556	0.513055556	0.350555556	0.133333333	0.1166666669999999	0.1166666669999999	1	0.398611111	3.9	0.91	0.0	0.45993
6600	1354	1	1	4	1	1	1	1.0	1	2012	6	21	4	16.25	53	1	1	1	3228	0.7725	0.227777778	0.080833333	0.0	0.476111111	0.083333333	1	0.187222222	3.0	0.55	0.0	0.170623
6611	1357	0	6	4	2	1	1	1.0	1	2012	6	21	4	15.0	44	1	1	2	2809	0.6725	0.183055556	0.154722222	0.0	0.199166667	0.0	0	0.1694444439999999	1.5	0.5	0.0	0.0426229
6613	1357	0	8	4	2	1	1	1.0	1	2012	6	21	4	15.5	44	1	1	2	1890	0.528055556	0.186944444	0.170833333	0.0	0.080555556	0.0	0	0.133333333	1.5	0.39	0.0	0.122917
6621	1357	1	10	4	3	1	1	1.0	1	2012	6	21	4	19.25	42	0	1	2	2059	0.5791666670000001	0.194166667	0.226944444	0.0	0.116388889	0.0	0	0.130555556	1.5	0.4	0.0	0.0808511
6640	1358	1	1	1	3	1	1	1.0	1	2012	6	21	4	14.5	38	1	1	2	1106	0.283888889	0.120555556	0.2166666669999999	0.033333333	0.0	0.0	0	0.1016666669999999	1.5	0.24	0.0	0.308743
6656	1362	0	1	1	2	1	1	1.0	1	2012	6	22	5	9.0	31	1	0	1	719	0.192777778	0.054444444	0.131388889	0.0	0.082777778	0.0	0	0.0611111109999999	1.5	0.17	0.0	0.0636364
6686	1366	2	2	4	1	2	1	1.0	1	2012	6	22	5	19.0	27	0	1	1	3464	0.864166667	0.265	0.068888889	0.0	0.3	0.0	0	0.206111111	1.5	0.54	0.0	0.216981
6688	1366	2	4	4	3	2	1	1.0	1	2012	6	22	5	22.5	27	0	1	1	1913	0.658611111	0.185277778	0.0505555559999999	0.0	0.167777778	0.0	0	0.105	1.5	0.36	0.0	0.1164019999999999
6698	1367	1	1	3	1	6	1	1.0	1	2012	6	22	5	16.0	32	1	0	0	9473	2.328611111	0.7013888890000001	0.136388889	0.333333333	0.113333333	0.256666667	2	0.7244444440000001	4.8	1.67	0.0	0.64954
6725	1375	0	3	3	3	1	2	0.0	1	2012	6	22	5	19.0	17	1	0	2	5731	1.458888889	0.4533333329999999	0.205555556	0.166666667	0.0	0.0	0	0.374444444	1.05	1.16	0.0	0.339763
6747	1379	0	0	3	1	1	1	1.0	1	2012	6	22	5	12.0	34	0	1	2	4042	0.979722222	0.349166667	0.225	0.1	0.0	0.1	1	0.355277778	2.4	0.82	10.5	0.701329
6765	1385	1	0	4	2	1	5	0.0	1	2012	6	23	6	9.5	9	0	0	2	5191	1.290833333	0.449166667	0.074444444	0.0	0.5427777779999999	0.1005555559999999	1	0.286111111	0.0	0.91	0.0	0.357282
6793	1391	0	3	1	3	6	5	0.0	1	2012	6	23	6	12.61666667	72	1	1	0	686	0.161666667	0.0525	0.111666667	0.0	0.053333333	0.0	0	0.081388889	0.0	0.17	0.0	0.392491
6797	1393	0	0	2	4	6	4	1.0	1	2012	6	23	6	10.5	25	1	1	0	4329	1.017222222	0.371111111	0.1411111109999999	0.0	0.299444444	0.0	0	0.286666667	1.5	0.74	10.5	0.5910850000000001
6798	1393	0	1	2	4	6	4	1.0	1	2012	6	23	6	15.0	25	1	1	0	4329	1.038888889	0.327222222	0.148611111	0.0	0.384166667	0.0	0	0.269722222	1.5	0.7	10.5	0.6652939999999999
6844	1402	1	0	4	3	2	1	1.0	1	2012	6	24	7	14.0	38	0	1	2	1427	0.516388889	0.191944444	0.2216666669999999	0.0	0.1	0.0	0	0.1016666669999999	1.5	0.28	0.0	0.0928962
6848	1403	0	2	3	4	2	1	1.0	1	2012	6	24	7	20.0	35	0	1	1	6237	1.437777778	0.4633333329999999	0.253333333	0.35	0.0	0.0	0	0.328611111	2.4	1.02	0.0	0.50803
6873	1413	0	1	3	3	6	5	0.0	1	2012	6	24	7	13.33333333	66	0	0	0	3928	1.032777778	0.293055556	0.165555556	0.0	0.407777778	0.0	0	0.31	0.0	0.79	0.0	0.336022
6903	1418	1	1	1	3	6	5	0.0	1	2012	6	24	7	13.16666667	5	0	0	0	1064	0.311388889	0.1041666669999999	0.214166667	0.0	0.070833333	0.0	0	0.166944444	0.0	0.31	0.0	0.384359
6925	1425	1	1	4	3	1	1	1.0	1	2012	6	24	7	13.0	36	0	1	1	1344	0.533888889	0.185277778	0.175555556	0.0	0.126111111	0.0	0	0.151111111	1.5	0.41	0.0	0.0790441
6928	1425	1	4	4	3	1	1	1.0	1	2012	6	24	7	23.5	36	0	1	1	2483	0.598055556	0.160555556	0.330277778	0.0	0.2044444439999999	0.0	0	0.160555556	1.5	0.53	0.0	0.138408
6930	1426	0	1	4	3	6	1	1.0	1	2012	6	24	7	11.66666667	28	1	1	1	1065	0.298611111	0.092777778	0.055	0.0	0.108055556	0.0	0	0.115833333	1.5	0.23	0.0	0.6330939999999999
6960	1429	2	2	4	4	1	4	1.0	1	2012	6	25	1	17.5	21	1	1	1	1019	0.2575	0.0875	0.045833333	0.0	0.1072222219999999	0.0	0	0.092777778	1.5	0.22	0.0	0.239521
6968	1431	0	1	3	1	6	1	1.0	1	2012	6	25	1	14.5	47	0	0	0	12110	2.7436111110000003	0.811666667	0.091388889	0.433333333	0.097222222	0.15	1	0.5161111110000001	4.3	1.74	0.0	0.4553279999999999
6974	1433	0	6	1	3	2	1	1.0	1	2012	6	25	1	19.33333333	53	1	1	2	382	0.499444444	0.152777778	0.353055556	0.0	0.0433333329999999	0.0	0	0.03	1.5	0.07	0.0	0.00925926
6992	1439	0	4	4	4	1	1	1.0	1	2012	6	25	1	12.25	42	0	1	2	4024	0.861666667	0.258055556	0.0886111109999999	0.0	0.318333333	0.0	0	0.215833333	1.5	0.61	0.0	0.429858
6995	1439	0	7	1	3	1	1	1.0	1	2012	6	25	1	17.5	42	0	1	2	1594	0.4683333329999999	0.135	0.222777778	0.0	0.115	0.0	0	0.135	1.5	0.4	0.0	0.150206
6996	1439	0	8	1	3	1	1	1.0	1	2012	6	25	1	18.01666667	42	0	1	2	1594	0.467222222	0.128888889	0.296388889	0.0	0.1	0.0	0	0.131944444	1.5	0.4	0.0	0.4294739999999999
7000	1440	1	1	3	2	6	5	0.0	1	2012	6	25	1	15.25	7	0	0	0	1224	0.4458333329999999	0.163333333	0.2575	0.0	0.143333333	0.0	0	0.116944444	0.0	0.3	0.0	0.0498811999999999
7013	1444	1	2	3	1	2	1	1.0	1	2012	6	25	1	7.666666667	43	0	1	1	18480	4.333888889	1.2925	0.200833333	0.583333333	0.6	0.15	1	1.023055556	5.4	2.75	10.5	0.659245
7019	1445	1	0	1	3	6	1	1.0	1	2012	6	25	1	16.0	28	0	0	0	2602	0.728888889	0.225	0.1916666669999999	0.0	0.306388889	0.066388889	1	0.215555556	3.0	0.53	0.0	0.262887
7034	1449	1	3	4	1	1	5	0.0	1	2012	6	26	2	19.0	52	0	1	1	7243	1.978333333	0.62	0.129722222	0.0	0.908055556	0.1	1	0.485555556	0.0	1.35	0.0	0.395881
7040	1449	2	5	4	2	1	5	0.0	1	2012	6	26	2	16.75	29	1	1	1	4236	1.050555556	0.290833333	0.21	0.0	0.3458333329999999	0.0	0	0.2375	0.0	0.71	0.0	0.223392
7047	1450	0	2	4	3	5	1	1.0	1	2012	6	26	2	15.41666667	43	1	1	2	1036	0.312222222	0.088333333	0.139166667	0.0	0.132222222	0.0	0	0.1180555559999999	1.5	0.4	0.0	0.124706
7048	1450	1	0	4	4	5	1	1.0	1	2012	6	26	2	8.0	44	0	1	2	8494	2.121388889	0.6627777779999999	0.466111111	0.65	0.0	0.233333333	1	0.499166667	2.9	1.99	0.0	0.224819
7052	1451	0	2	1	5	2	4	1.0	1	2012	6	26	2	13.33333333	25	0	1	1	723	0.202777778	0.091666667	0.146666667	0.0	0.022222222	0.0	0	0.0897222219999999	1.5	0.15	10.5	0.702786
7062	1452	0	8	4	3	1	4	1.0	1	2012	6	26	2	22.33333333	48	0	1	2	2489	0.635555556	0.233888889	0.131111111	0.066666667	0.093888889	0.15	1	0.1888888889999999	2.5	0.58	0.0	0.0941176
7069	1452	1	6	4	3	1	1	1.0	1	2012	6	26	2	22.33333333	48	1	1	2	2489	0.635555556	0.233888889	0.131111111	0.066666667	0.093888889	0.15	1	0.1888888889999999	3.0	0.58	0.0	0.0941176
7072	1452	2	2	4	2	1	5	0.0	1	2012	6	26	2	15.5	9	0	0	2	1722	0.4425	0.1155555559999999	0.280833333	0.0	0.090833333	0.0	0	0.152777778	0.0	0.4	0.0	0.107273
7078	1453	0	6	4	3	1	1	1.0	1	2012	6	26	2	17.08333333	51	1	1	2	2534	0.633055556	0.188611111	0.098611111	0.0	0.192222222	0.0	0	0.1411111109999999	1.5	0.43	0.0	0.301181
7098	1458	0	3	1	3	6	1	1.0	1	2012	6	26	2	18.0	29	1	0	0	571	0.184166667	0.076388889	0.08	0.0	0.093333333	0.0	0	0.0627777779999999	1.5	0.14	0.0	0.123894
7099	1458	1	1	1	5	6	1	1.0	1	2012	6	26	2	9.333333333	32	0	0	0	2253	0.558888889	0.1888888889999999	0.211111111	0.0	0.139444444	0.0	0	0.153333333	1.5	0.37	0.0	0.188406
7101	1458	1	3	1	3	6	1	1.0	1	2012	6	26	2	18.0	32	0	0	0	571	0.184166667	0.076388889	0.08	0.0	0.093333333	0.0	0	0.0627777779999999	1.5	0.14	0.0	0.123894
7114	1463	0	2	1	1	6	1	1.0	1	2012	6	27	3	17.58333333	30	1	1	0	2799	0.644166667	0.187777778	0.165555556	0.166666667	0.0	0.0	0	0.1925	2.9	0.44	0.0	0.626263
7126	1466	0	3	4	4	2	1	1.0	1	2012	6	27	3	18.5	35	0	1	1	7858	1.927777778	0.607777778	0.373888889	0.133333333	0.1838888889999999	0.1216666669999999	1	0.626388889	3.2	1.34	0.0	0.48071
7131	1467	0	0	1	1	6	1	1.0	1	2012	6	27	3	7.25	35	0	0	0	1214	0.270833333	0.081666667	0.071666667	0.0	0.0575	0.0	0	0.048888889	1.5	0.16	0.0	0.170455
7135	1469	0	2	3	3	1	5	0.0	1	2012	6	27	3	13.0	68	1	0	1	1937	0.4477777779999999	0.153055556	0.1225	0.033333333	0.0	0.0	0	0.121388889	0.0	0.32	0.0	0.382151
7165	1476	0	1	3	2	1	1	1.0	1	2012	6	27	3	12.5	56	1	1	1	3528	0.8986111109999999	0.259722222	0.096944444	0.0	0.316666667	0.0	0	0.228055556	1.5	0.65	0.0	0.118149
7174	1476	2	1	4	3	1	2	0.0	1	2012	6	27	3	15.51666667	17	0	0	1	2698	0.690555556	0.232777778	0.240833333	0.0	0.163055556	0.0	0	0.218611111	0.0	0.59	0.0	0.184244
7215	1482	4	1	3	2	6	3	0.0	1	2012	6	27	3	15.25	14	1	0	0	1148	0.253055556	0.08	0.031944444	0.0	0.116111111	0.0	0	0.088333333	0.0	0.2	0.0	0.509434
7229	1486	0	0	3	1	6	1	1.0	1	2012	6	28	4	8.5	36	1	0	0	17383	4.3275	1.325	0.0	0.683333333	0.3958333329999999	0.333333333	4	0.875	6.9	3.14	0.0	0.5488890000000001
7237	1489	0	0	3	1	6	1	1.0	1	2012	6	28	4	9.5	33	1	1	0	6503	1.631666667	0.558333333	0.1436111109999999	0.1166666669999999	0.369722222	0.135	1	0.556666667	3.9	1.29	0.0	0.678144
7253	1491	3	0	4	2	1	5	0.0	1	2012	6	28	4	7.75	9	0	0	1	7616	1.810277778	0.610833333	0.265555556	0.183333333	0.0	0.0	0	0.585	0.0	1.49	0.0	0.509971
7302	1507	0	0	3	4	6	1	1.0	1	2012	6	29	5	10.5	48	1	0	0	16087	3.839722222	1.208611111	0.190833333	0.666666667	0.236666667	0.15	1	0.788333333	4.3	2.53	0.0	0.645525
7355	1513	4	0	3	2	1	5	0.0	1	2012	6	29	5	8.166666667000001	9	1	0	1	4338	1.115833333	0.3675	0.1988888889999999	0.0	0.273611111	0.0	0	0.2763888889999999	0.0	0.77	0.0	0.558794
7364	1514	1	0	1	3	6	5	0.0	1	2012	6	29	5	8.0	72	0	1	0	1178	0.336666667	0.088055556	0.254444444	0.033333333	0.0	0.0	0	0.1025	0.0	0.28	0.0	0.4119239999999999
7369	1516	1	1	1	3	1	5	0.0	1	2012	6	29	5	10.5	83	0	0	1	1590	0.441111111	0.106388889	0.311388889	0.05	0.0	0.0	0	0.197777778	0.0	0.56	0.0	0.382022
7372	1516	3	0	3	1	1	1	1.0	1	2012	6	29	5	6.75	27	1	0	1	11041	2.580833333	0.8361111109999999	0.164166667	0.4	0.283333333	0.166666667	1	0.646944444	5.0	1.95	0.0	0.51052
7379	1517	1	1	3	3	1	1	1.0	1	2012	6	29	5	10.0	58	0	1	1	1810	0.504722222	0.1772222219999999	0.265	0.0	0.116111111	0.0	0	0.153611111	1.5	0.42	0.0	0.0470163
7389	1517	3	1	1	2	1	3	0.0	1	2012	6	29	5	17.0	15	0	0	1	1633	0.3888888889999999	0.116111111	0.323611111	0.0	0.038333333	0.0	0	0.120277778	0.0	0.31	0.0	0.161663
7393	1519	0	0	3	1	6	1	1.0	1	2012	6	29	5	8.0	34	0	1	0	2978	0.7225	0.229444444	0.1397222219999999	0.0	0.310277778	0.072222222	1	0.216111111	3.0	0.52	0.0	0.228792
